Country,GHI,DNI,DHI
Sierra Leone,594.3,649.4,182.6
Sierra Leone,1185.0,940.0,261.4
Sierra Leone,388.0,253.3,272.1
Sierra Leone,437.8,434.2,203.4
Sierra Leone,872.0,797.0,216.1
Sierra Leone,122.6,28.9,114.2
Sierra Leone,513.9,500.5,275.9
Sierra Leone,503.9,378.0,277.0
Sierra Leone,342.3,384.5,166.4
Sierra Leone,178.7,202.5,106.9
Sierra Leone,354.2,0.8,351.6
Sierra Leone,668.7,524.1,265.4
Sierra Leone,562.9,420.7,276.6
Sierra Leone,594.5,16.1,575.4
Sierra Leone,352.8,554.0,161.0
Sierra Leone,549.3,443.1,252.5
Sierra Leone,752.9,206.7,547.7
Sierra Leone,343.6,322.0,200.2
Sierra Leone,110.9,0.4,110.4
Sierra Leone,13.9,-0.1,13.6
Sierra Leone,183.5,-0.4,182.7
Sierra Leone,833.0,429.0,425.4
Sierra Leone,500.5,670.1,204.0
Sierra Leone,870.0,515.8,432.5
Sierra Leone,23.2,0.0,23.1
Sierra Leone,650.9,599.7,231.5
Sierra Leone,364.7,1.8,361.7
Sierra Leone,565.1,259.8,370.8
Sierra Leone,538.3,467.1,230.2
Sierra Leone,264.7,0.1,260.5
Sierra Leone,779.7,536.4,322.7
Sierra Leone,599.9,48.6,555.0
Sierra Leone,598.1,488.4,235.9
Sierra Leone,11.4,-0.2,10.5
Sierra Leone,38.9,20.3,36.9
Sierra Leone,560.8,517.2,213.9
Sierra Leone,758.8,666.6,280.0
Sierra Leone,870.0,676.8,251.2
Sierra Leone,981.0,594.5,410.4
Sierra Leone,569.1,309.0,332.4
Sierra Leone,981.0,689.4,326.2
Sierra Leone,439.5,317.3,261.9
Sierra Leone,512.5,82.6,436.7
Sierra Leone,135.4,38.8,124.6
Sierra Leone,426.2,298.2,257.0
Sierra Leone,606.7,80.6,531.6
Sierra Leone,440.6,672.8,112.1
Sierra Leone,264.5,1.4,262.9
Sierra Leone,93.4,0.3,93.5
Sierra Leone,11.5,-0.3,11.7
Sierra Leone,422.4,353.0,227.2
Sierra Leone,745.5,419.0,383.8
Sierra Leone,275.6,-1.6,273.4
Sierra Leone,394.3,1.7,389.4
Sierra Leone,446.8,555.7,241.9
Sierra Leone,15.1,0.0,14.7
Sierra Leone,635.9,318.2,322.4
Sierra Leone,253.7,1.0,252.4
Sierra Leone,0.9,-0.1,0.6
Sierra Leone,667.8,670.6,218.3
Sierra Leone,1188.0,676.7,529.4
Sierra Leone,527.7,281.3,367.6
Sierra Leone,691.2,706.2,173.0
Sierra Leone,535.3,498.6,220.7
Sierra Leone,542.3,449.5,231.3
Sierra Leone,406.7,635.4,104.3
Sierra Leone,690.4,349.6,398.9
Sierra Leone,271.6,526.7,90.3
Sierra Leone,952.0,811.0,230.6
Sierra Leone,201.6,207.4,125.2
Sierra Leone,55.4,0.0,55.3
Sierra Leone,952.0,695.8,299.5
Sierra Leone,684.3,436.7,285.9
Sierra Leone,734.2,83.9,647.5
Sierra Leone,588.9,129.3,451.2
Sierra Leone,883.0,851.0,149.2
Sierra Leone,828.0,644.4,274.4
Sierra Leone,254.2,0.8,254.3
Sierra Leone,266.0,245.2,181.6
Sierra Leone,257.9,2.5,257.2
Sierra Leone,476.7,452.5,186.8
Sierra Leone,22.9,-0.3,22.8
Sierra Leone,1005.0,651.7,391.1
Sierra Leone,324.3,3.4,321.5
Sierra Leone,59.0,0.3,56.1
Sierra Leone,393.4,310.3,220.2
Sierra Leone,191.4,1.8,189.6
Sierra Leone,845.0,563.0,322.9
Sierra Leone,993.0,568.1,427.7
Sierra Leone,647.3,688.3,193.4
Sierra Leone,51.0,8.2,50.2
Sierra Leone,745.8,481.6,342.5
Sierra Leone,0.7,-0.3,0.7
Sierra Leone,639.1,549.9,218.7
Sierra Leone,451.5,84.8,377.9
Sierra Leone,784.6,672.5,229.9
Sierra Leone,267.5,1.4,267.1
Sierra Leone,440.1,436.9,186.2
Sierra Leone,26.6,0.2,26.3
Sierra Leone,874.0,514.8,385.2
Sierra Leone,309.4,227.3,197.6
Sierra Leone,283.5,2.9,282.5
Sierra Leone,888.0,849.0,180.3
Sierra Leone,894.0,787.5,219.1
Sierra Leone,100.6,1.0,100.1
Sierra Leone,347.4,1.5,345.8
Sierra Leone,397.8,284.7,237.0
Sierra Leone,829.0,378.4,452.8
Sierra Leone,35.8,0.4,35.7
Sierra Leone,814.0,626.3,260.1
Sierra Leone,449.8,214.0,296.0
Sierra Leone,412.4,25.3,392.9
Sierra Leone,337.2,25.5,320.2
Sierra Leone,271.9,15.4,265.0
Sierra Leone,494.4,714.9,143.2
Sierra Leone,324.0,2.5,322.5
Sierra Leone,25.4,0.1,24.6
Sierra Leone,688.3,413.5,367.0
Sierra Leone,8.7,0.0,8.5
Sierra Leone,16.1,0.0,15.7
Sierra Leone,57.7,24.7,51.5
Sierra Leone,447.6,4.5,443.1
Sierra Leone,376.5,3.5,373.8
Sierra Leone,6.2,-0.1,5.2
Sierra Leone,295.2,20.3,284.2
Sierra Leone,142.4,2.2,135.9
Sierra Leone,480.6,83.4,414.9
Sierra Leone,555.2,421.6,275.4
Sierra Leone,470.9,544.8,174.2
Sierra Leone,611.1,358.8,348.7
Sierra Leone,110.0,0.1,110.4
Sierra Leone,636.6,376.3,372.3
Sierra Leone,72.9,1.3,67.5
Sierra Leone,279.7,1.7,277.1
Sierra Leone,103.4,15.8,99.5
Sierra Leone,89.8,0.1,89.1
Sierra Leone,230.3,0.7,229.1
Sierra Leone,732.6,444.5,347.6
Sierra Leone,453.2,416.7,224.6
Sierra Leone,94.4,0.8,92.2
Sierra Leone,411.6,13.2,403.6
Sierra Leone,518.7,34.9,485.8
Sierra Leone,250.3,280.2,157.3
Sierra Leone,9.7,-0.2,9.9
Sierra Leone,262.0,170.5,173.8
Sierra Leone,522.8,305.7,316.7
Sierra Leone,34.7,13.8,33.0
Sierra Leone,407.9,0.5,405.9
Sierra Leone,733.0,460.4,335.6
Sierra Leone,577.5,151.5,446.4
Sierra Leone,852.0,625.8,269.4
Sierra Leone,5.3,-0.5,5.1
Sierra Leone,671.3,544.9,224.5
Sierra Leone,123.7,40.8,105.4
Sierra Leone,434.7,2.3,432.3
Sierra Leone,891.0,452.6,438.4
Sierra Leone,266.9,0.8,265.4
Sierra Leone,27.9,0.0,27.7
Sierra Leone,722.1,540.0,261.4
Sierra Leone,365.9,306.9,202.1
Sierra Leone,394.1,203.9,257.9
Sierra Leone,345.1,63.7,295.2
Sierra Leone,817.0,169.5,658.4
Sierra Leone,3.1,-0.4,1.1
Sierra Leone,589.8,496.9,233.1
Sierra Leone,121.3,-0.3,121.0
Sierra Leone,449.5,330.4,285.4
Sierra Leone,469.2,2.0,468.1
Sierra Leone,282.0,0.5,280.7
Sierra Leone,78.7,0.9,79.0
Sierra Leone,505.7,273.8,327.7
Sierra Leone,25.7,4.2,25.1
Sierra Leone,1037.0,828.0,266.2
Sierra Leone,906.0,472.6,444.3
Sierra Leone,52.6,0.1,51.4
Sierra Leone,383.6,40.1,354.7
Sierra Leone,334.1,3.8,330.4
Sierra Leone,11.0,0.0,10.9
Sierra Leone,138.9,0.1,133.1
Sierra Leone,589.6,213.5,402.2
Sierra Leone,96.0,30.6,87.1
Sierra Leone,560.3,621.3,163.5
Sierra Leone,192.7,1.4,187.9
Sierra Leone,823.0,178.6,483.9
Sierra Leone,100.7,40.9,91.8
Sierra Leone,581.0,205.0,419.1
Sierra Leone,313.6,17.6,302.3
Sierra Leone,585.0,273.9,362.2
Sierra Leone,205.6,148.3,158.0
Sierra Leone,232.8,7.5,228.2
Sierra Leone,24.4,-0.1,23.5
Sierra Leone,449.6,131.1,331.2
Sierra Leone,404.5,374.9,192.8
Sierra Leone,0.3,-0.4,-0.3
Sierra Leone,764.4,476.9,386.1
Sierra Leone,246.4,0.4,245.7
Sierra Leone,717.4,806.0,159.4
Sierra Leone,603.1,45.1,551.8
Sierra Leone,836.0,411.0,447.5
Sierra Leone,23.5,-0.1,22.4
Sierra Leone,0.4,-0.2,0.2
Sierra Leone,20.6,0.0,20.4
Sierra Leone,736.7,511.0,300.2
Sierra Leone,245.3,1.3,244.5
Sierra Leone,509.4,423.2,260.7
Sierra Leone,14.1,0.1,13.9
Sierra Leone,17.0,-0.1,16.7
Sierra Leone,455.1,8.1,450.1
Sierra Leone,840.0,600.9,305.1
Sierra Leone,773.2,642.8,278.3
Sierra Leone,391.8,21.8,371.4
Sierra Leone,419.2,378.1,219.0
Sierra Leone,804.0,315.4,502.7
Sierra Leone,30.6,14.9,28.4
Sierra Leone,650.4,550.8,225.0
Sierra Leone,25.0,0.0,25.0
Sierra Leone,142.9,0.6,142.3
Sierra Leone,686.2,631.6,214.2
Sierra Leone,168.9,11.6,163.6
Sierra Leone,691.7,613.5,209.8
Sierra Leone,654.8,527.9,250.3
Sierra Leone,600.3,618.0,163.2
Sierra Leone,82.1,23.3,75.7
Sierra Leone,55.5,0.0,55.5
Sierra Leone,370.8,-1.8,366.8
Sierra Leone,4.5,0.0,4.6
Sierra Leone,23.1,-0.1,18.4
Sierra Leone,558.0,141.4,430.8
Sierra Leone,831.0,280.9,552.8
Sierra Leone,682.2,695.3,153.0
Sierra Leone,351.0,35.5,318.6
Sierra Leone,432.2,607.1,142.1
Sierra Leone,509.8,327.6,302.7
Sierra Leone,62.1,165.9,36.1
Sierra Leone,863.0,532.8,384.2
Sierra Leone,514.9,378.2,275.9
Sierra Leone,203.2,1.3,201.5
Sierra Leone,348.0,545.3,161.3
Sierra Leone,169.9,448.0,75.9
Sierra Leone,961.0,705.0,362.5
Sierra Leone,177.6,54.3,157.5
Sierra Leone,267.6,2.5,266.6
Sierra Leone,374.0,45.6,339.1
Sierra Leone,500.8,76.5,443.3
Sierra Leone,546.7,203.8,341.4
Sierra Leone,65.5,28.7,59.1
Sierra Leone,511.6,428.5,241.1
Sierra Leone,818.0,671.7,277.5
Sierra Leone,152.7,-0.2,152.5
Sierra Leone,1.9,0.0,1.7
Sierra Leone,1193.0,875.0,327.9
Sierra Leone,356.0,593.0,118.3
Sierra Leone,462.4,54.1,414.7
Sierra Leone,733.8,469.8,337.8
Sierra Leone,3.4,-0.1,3.1
Sierra Leone,94.2,0.1,93.9
Sierra Leone,918.0,389.7,573.6
Sierra Leone,472.5,68.8,420.2
Sierra Leone,309.8,235.4,207.5
Sierra Leone,846.0,253.6,605.6
Sierra Leone,382.5,243.1,240.4
Sierra Leone,2.4,-0.2,2.0
Sierra Leone,151.9,91.7,129.1
Sierra Leone,181.9,205.3,124.1
Sierra Leone,771.8,313.9,506.0
Sierra Leone,250.4,274.0,140.8
Sierra Leone,460.9,59.6,418.4
Sierra Leone,221.9,318.8,125.4
Sierra Leone,425.9,345.2,216.3
Sierra Leone,60.8,0.2,60.4
Sierra Leone,764.0,634.4,237.8
Sierra Leone,689.4,294.9,417.4
Sierra Leone,762.6,460.4,360.7
Sierra Leone,694.0,452.4,325.4
Sierra Leone,581.6,118.8,482.0
Sierra Leone,68.2,0.4,67.7
Sierra Leone,319.3,1.6,316.1
Sierra Leone,805.0,347.1,507.7
Sierra Leone,644.6,29.2,611.5
Sierra Leone,595.7,77.5,515.7
Sierra Leone,112.8,0.8,110.5
Sierra Leone,75.1,0.1,74.6
Sierra Leone,361.1,213.1,241.8
Sierra Leone,213.5,0.5,212.6
Sierra Leone,19.4,5.4,16.5
Sierra Leone,873.0,417.2,478.2
Sierra Leone,77.3,23.3,71.3
Sierra Leone,511.6,587.0,165.8
Sierra Leone,1.0,0.0,-2.4
Sierra Leone,265.4,1.1,265.0
Sierra Leone,46.4,0.1,44.4
Sierra Leone,136.7,0.5,135.8
Sierra Leone,523.4,317.4,288.3
Sierra Leone,341.6,1.5,339.2
Sierra Leone,56.4,0.1,54.2
Sierra Leone,25.4,0.1,25.2
Sierra Leone,323.9,1.0,322.3
Sierra Leone,681.7,114.3,568.4
Sierra Leone,911.0,602.5,305.4
Sierra Leone,891.0,851.0,150.7
Sierra Leone,482.3,1.5,483.7
Sierra Leone,593.3,93.2,521.9
Sierra Leone,613.3,779.1,113.2
Sierra Leone,741.4,79.5,665.4
Sierra Leone,766.2,524.7,304.4
Sierra Leone,944.0,505.8,434.7
Sierra Leone,745.6,417.2,389.6
Sierra Leone,779.1,628.3,238.6
Sierra Leone,380.4,1.2,380.2
Sierra Leone,529.9,250.2,360.0
Sierra Leone,847.0,566.1,329.0
Sierra Leone,83.9,0.1,83.0
Sierra Leone,64.3,3.6,63.8
Sierra Leone,178.6,1.3,177.6
Sierra Leone,114.9,32.4,103.9
Sierra Leone,1007.0,681.5,333.1
Sierra Leone,776.1,727.1,164.5
Sierra Leone,44.2,0.2,43.9
Sierra Leone,220.5,0.6,219.0
Sierra Leone,513.8,213.4,344.5
Sierra Leone,23.5,0.0,21.8
Sierra Leone,74.2,0.2,72.2
Sierra Leone,898.0,636.3,319.0
Sierra Leone,19.8,0.0,19.1
Sierra Leone,645.8,638.9,269.3
Sierra Leone,298.3,210.7,206.0
Sierra Leone,166.7,139.4,124.4
Sierra Leone,243.6,4.6,241.6
Sierra Leone,832.0,234.8,609.9
Sierra Leone,34.7,0.2,33.8
Sierra Leone,802.0,452.6,425.8
Sierra Leone,391.8,4.6,389.5
Sierra Leone,472.4,428.9,191.3
Sierra Leone,537.2,53.3,498.0
Sierra Leone,46.4,0.6,46.2
Sierra Leone,475.1,375.7,243.7
Sierra Leone,1.0,-0.3,0.8
Sierra Leone,803.0,452.9,392.0
Sierra Leone,293.5,4.2,291.7
Sierra Leone,141.3,0.3,140.3
Sierra Leone,315.6,224.1,210.6
Sierra Leone,623.9,361.6,319.3
Sierra Leone,108.9,145.6,72.9
Sierra Leone,473.1,267.2,327.3
Sierra Leone,146.1,0.7,145.5
Sierra Leone,737.4,707.9,241.8
Sierra Leone,526.7,642.5,133.8
Sierra Leone,91.5,0.2,88.8
Sierra Leone,462.9,391.6,226.3
Sierra Leone,462.0,63.1,413.8
Sierra Leone,735.5,272.1,468.4
Sierra Leone,255.3,13.6,244.9
Sierra Leone,951.0,642.3,307.4
Sierra Leone,43.1,-0.1,42.6
Sierra Leone,148.4,170.6,105.5
Sierra Leone,24.2,19.1,21.8
Sierra Leone,172.2,25.3,165.0
Sierra Leone,576.4,15.7,557.5
Sierra Leone,24.1,-0.1,24.1
Sierra Leone,307.3,317.0,149.5
Sierra Leone,84.9,0.4,84.5
Sierra Leone,738.6,646.4,229.0
Sierra Leone,402.4,390.6,197.2
Sierra Leone,503.3,270.3,318.7
Sierra Leone,3.9,-0.3,4.0
Sierra Leone,203.0,3.6,202.7
Sierra Leone,30.5,21.0,28.1
Sierra Leone,1038.0,521.6,513.7
Sierra Leone,385.4,60.3,328.9
Sierra Leone,313.2,1.1,310.0
Sierra Leone,336.8,40.5,309.3
Sierra Leone,895.0,776.8,248.1
Sierra Leone,699.9,626.6,305.9
Sierra Leone,335.3,1.3,332.3
Sierra Leone,186.3,138.1,137.2
Sierra Leone,318.7,132.0,244.1
Sierra Leone,22.4,0.1,21.9
Sierra Leone,597.1,412.2,339.9
Sierra Leone,681.5,449.4,294.5
Sierra Leone,459.6,88.9,379.5
Sierra Leone,831.0,716.2,202.0
Sierra Leone,127.0,121.8,101.6
Sierra Leone,505.3,173.6,385.8
Sierra Leone,647.1,494.2,272.0
Sierra Leone,668.7,262.4,479.1
Sierra Leone,68.2,-0.1,67.8
Sierra Leone,299.3,0.9,297.4
Sierra Leone,383.5,321.2,224.6
Sierra Leone,388.6,1.5,384.4
Sierra Leone,565.6,495.8,206.0
Sierra Leone,315.8,1.7,316.0
Sierra Leone,871.0,657.7,258.1
Sierra Leone,184.6,0.4,184.0
Sierra Leone,81.4,34.1,72.5
Sierra Leone,208.9,0.6,207.7
Sierra Leone,681.1,67.6,606.6
Sierra Leone,1227.0,703.9,541.6
Sierra Leone,793.7,625.8,258.0
Sierra Leone,346.5,174.3,245.9
Sierra Leone,663.1,399.0,312.3
Sierra Leone,192.1,0.4,190.9
Sierra Leone,46.6,-0.1,46.4
Sierra Leone,796.4,385.2,473.7
Sierra Leone,523.8,7.1,516.1
Sierra Leone,681.5,642.0,166.2
Sierra Leone,25.9,1.2,25.8
Sierra Leone,908.0,484.6,416.7
Sierra Leone,234.4,11.4,225.7
Sierra Leone,979.0,554.6,442.1
Sierra Leone,213.7,0.1,210.3
Sierra Leone,121.9,17.4,115.9
Sierra Leone,565.5,567.5,222.9
Sierra Leone,297.9,0.7,297.3
Sierra Leone,530.2,82.1,462.1
Sierra Leone,261.7,284.4,153.1
Sierra Leone,876.0,469.3,404.2
Sierra Leone,113.5,86.3,93.5
Sierra Leone,84.0,101.6,60.6
Sierra Leone,38.9,-1.0,38.3
Sierra Leone,482.0,6.5,472.9
Sierra Leone,314.0,362.5,150.4
Sierra Leone,290.6,0.7,289.8
Sierra Leone,433.0,441.9,191.5
Sierra Leone,881.0,554.5,336.4
Sierra Leone,182.0,-0.3,183.8
Sierra Leone,172.3,26.7,161.5
Sierra Leone,457.2,129.3,342.6
Sierra Leone,287.8,2.4,284.2
Sierra Leone,479.9,6.7,474.4
Sierra Leone,599.0,305.1,369.0
Sierra Leone,424.3,113.8,352.9
Sierra Leone,18.9,0.3,18.3
Sierra Leone,56.0,0.0,56.4
Sierra Leone,21.1,-0.4,21.2
Sierra Leone,54.1,1.1,53.4
Sierra Leone,970.0,548.9,415.7
Sierra Leone,841.0,446.6,468.3
Sierra Leone,58.0,-0.1,56.8
Sierra Leone,160.8,127.2,118.4
Sierra Leone,455.5,194.0,306.1
Sierra Leone,377.6,0.2,375.9
Sierra Leone,49.4,6.0,46.8
Sierra Leone,409.3,104.0,326.7
Sierra Leone,169.8,0.4,170.3
Sierra Leone,259.7,323.2,136.8
Sierra Leone,113.6,-0.3,113.7
Sierra Leone,756.1,567.5,294.4
Sierra Leone,142.2,44.6,126.0
Sierra Leone,156.3,58.9,137.9
Sierra Leone,708.1,776.1,233.8
Sierra Leone,0.3,-0.3,-0.4
Sierra Leone,160.1,79.2,136.3
Sierra Leone,259.1,0.8,258.5
Sierra Leone,59.0,0.0,58.4
Sierra Leone,594.6,427.3,279.9
Sierra Leone,770.1,593.6,237.2
Sierra Leone,169.5,273.9,96.3
Sierra Leone,1145.0,875.0,331.6
Sierra Leone,24.9,-0.1,24.6
Sierra Leone,33.0,-0.1,32.5
Sierra Leone,63.7,10.6,60.8
Sierra Leone,7.6,-0.3,7.8
Sierra Leone,109.3,216.7,68.0
Sierra Leone,501.0,39.6,462.0
Sierra Leone,67.6,0.1,66.5
Sierra Leone,643.2,537.0,244.9
Sierra Leone,107.2,193.6,72.0
Sierra Leone,513.0,221.2,335.9
Sierra Leone,10.2,-0.1,9.8
Sierra Leone,400.8,97.2,343.5
Sierra Leone,594.7,680.0,154.1
Sierra Leone,358.6,38.7,336.5
Sierra Leone,948.0,739.8,225.6
Sierra Leone,12.2,0.0,11.8
Sierra Leone,889.0,652.9,273.4
Sierra Leone,125.0,4.6,123.5
Sierra Leone,715.9,531.5,286.2
Sierra Leone,233.5,173.0,152.1
Sierra Leone,109.0,0.0,107.4
Sierra Leone,50.7,0.3,50.9
Sierra Leone,868.0,488.3,407.6
Sierra Leone,161.0,0.2,160.7
Sierra Leone,239.0,459.3,96.9
Sierra Leone,661.2,14.7,644.3
Sierra Leone,916.0,715.2,278.7
Sierra Leone,654.9,573.4,200.2
Sierra Leone,352.2,1.2,349.2
Sierra Leone,194.1,0.3,193.2
Sierra Leone,218.0,218.8,142.7
Sierra Leone,617.3,13.6,592.2
Sierra Leone,71.2,9.3,70.1
Sierra Leone,281.0,1.1,278.9
Sierra Leone,991.0,811.0,325.6
Sierra Leone,412.0,4.9,407.0
Sierra Leone,20.4,0.4,20.0
Sierra Leone,369.0,47.6,336.5
Sierra Leone,531.1,88.3,441.1
Sierra Leone,364.4,2.3,363.7
Sierra Leone,583.3,326.6,341.3
Sierra Leone,1011.0,852.0,216.9
Sierra Leone,192.1,172.1,145.0
Sierra Leone,134.3,0.8,132.8
Sierra Leone,197.4,150.4,151.4
Sierra Leone,24.0,0.1,23.8
Sierra Leone,242.4,99.6,203.9
Sierra Leone,103.6,0.6,102.0
Sierra Leone,112.9,27.5,106.0
Sierra Leone,335.1,26.8,320.4
Sierra Leone,143.5,131.3,104.0
Sierra Leone,117.3,61.8,102.3
Sierra Leone,308.6,3.7,306.9
Sierra Leone,0.8,-0.4,0.5
Sierra Leone,716.4,450.5,303.1
Sierra Leone,337.9,0.4,337.9
Sierra Leone,463.1,24.4,445.0
Sierra Leone,810.0,508.3,366.3
Sierra Leone,12.1,0.8,11.3
Sierra Leone,413.9,285.0,249.6
Sierra Leone,76.1,-0.1,74.8
Sierra Leone,799.1,123.9,668.7
Sierra Leone,661.0,405.1,314.3
Sierra Leone,746.8,565.0,275.6
Sierra Leone,410.7,75.0,344.4
Sierra Leone,256.2,223.3,170.2
Sierra Leone,77.8,0.3,78.1
Sierra Leone,6.1,-0.2,6.2
Sierra Leone,572.9,2.3,568.4
Sierra Leone,64.7,0.3,64.1
Sierra Leone,882.0,639.0,345.1
Sierra Leone,625.5,155.2,484.7
Sierra Leone,209.8,56.4,185.0
Sierra Leone,31.5,0.0,30.9
Sierra Leone,208.3,1.0,207.9
Sierra Leone,102.2,15.0,99.4
Sierra Leone,54.9,0.2,54.5
Sierra Leone,206.3,296.3,122.1
Sierra Leone,183.2,0.8,183.0
Sierra Leone,435.8,323.7,237.9
Sierra Leone,911.0,699.0,254.9
Sierra Leone,257.1,-0.4,256.6
Sierra Leone,62.8,86.1,48.3
Sierra Leone,656.2,373.8,340.4
Sierra Leone,534.8,219.8,370.6
Sierra Leone,645.1,209.3,432.9
Sierra Leone,185.9,12.8,180.2
Sierra Leone,182.2,57.6,159.0
Sierra Leone,6.8,-0.2,6.2
Sierra Leone,13.8,-0.2,13.6
Sierra Leone,811.0,637.0,276.3
Sierra Leone,293.7,399.2,139.6
Sierra Leone,82.0,0.0,79.9
Sierra Leone,153.7,43.3,127.3
Sierra Leone,919.0,550.6,464.9
Sierra Leone,768.2,459.7,364.9
Sierra Leone,733.7,783.4,156.8
Sierra Leone,517.4,20.7,493.6
Sierra Leone,290.4,0.6,290.4
Sierra Leone,218.5,0.2,218.8
Sierra Leone,288.6,8.5,283.1
Sierra Leone,163.3,20.4,155.5
Sierra Leone,221.2,329.8,105.9
Sierra Leone,2.9,0.0,3.2
Sierra Leone,843.0,753.3,352.5
Sierra Leone,65.0,81.7,49.0
Sierra Leone,804.0,404.3,475.6
Sierra Leone,55.4,21.8,52.8
Sierra Leone,606.0,556.4,196.0
Sierra Leone,66.1,1.6,65.2
Sierra Leone,843.0,620.8,327.6
Sierra Leone,344.8,403.3,158.4
Sierra Leone,551.1,313.6,328.4
Sierra Leone,1089.0,730.5,400.1
Sierra Leone,599.8,216.5,386.2
Sierra Leone,605.8,64.9,549.9
Sierra Leone,308.1,529.3,99.2
Sierra Leone,700.5,620.7,208.0
Sierra Leone,355.3,102.9,279.3
Sierra Leone,49.7,0.3,49.6
Sierra Leone,259.7,429.1,119.3
Sierra Leone,15.2,-0.1,14.7
Sierra Leone,882.0,541.6,351.3
Sierra Leone,55.3,1.9,55.0
Sierra Leone,191.5,104.1,165.4
Sierra Leone,321.8,1.2,321.5
Sierra Leone,463.6,197.4,332.3
Sierra Leone,810.0,574.6,324.5
Sierra Leone,11.6,0.0,11.6
Sierra Leone,893.0,513.7,384.7
Sierra Leone,303.3,0.7,301.7
Sierra Leone,759.1,532.6,322.6
Sierra Leone,0.5,-0.3,-0.2
Sierra Leone,689.4,69.0,612.5
Sierra Leone,149.9,0.3,149.2
Sierra Leone,245.0,167.2,179.7
Sierra Leone,2.0,-0.1,1.6
Sierra Leone,380.1,426.9,197.7
Sierra Leone,300.5,10.0,292.8
Sierra Leone,80.5,0.0,80.1
Sierra Leone,4.8,-0.1,0.2
Sierra Leone,744.7,445.9,335.0
Sierra Leone,267.2,1.3,267.1
Sierra Leone,79.4,18.6,74.4
Sierra Leone,128.3,0.3,127.4
Sierra Leone,255.9,0.6,256.1
Sierra Leone,177.8,69.1,146.2
Sierra Leone,223.1,255.4,130.9
Sierra Leone,1016.0,487.8,526.7
Sierra Leone,591.7,356.4,340.7
Sierra Leone,667.2,63.3,602.1
Sierra Leone,2.4,-0.4,2.1
Sierra Leone,217.3,-0.1,213.5
Sierra Leone,277.3,1.2,277.2
Sierra Leone,564.7,52.4,507.4
Sierra Leone,212.9,-0.5,211.3
Sierra Leone,443.3,400.0,215.1
Sierra Leone,30.1,0.1,29.5
Sierra Leone,624.6,663.7,191.4
Sierra Leone,828.0,216.6,610.7
Sierra Leone,256.0,497.7,105.6
Sierra Leone,885.0,610.9,371.9
Sierra Leone,816.0,273.3,538.7
Sierra Leone,487.6,477.9,215.5
Sierra Leone,204.4,0.9,204.0
Sierra Leone,637.7,462.4,292.0
Sierra Leone,516.3,508.3,247.4
Sierra Leone,135.0,17.4,130.4
Sierra Leone,382.4,1.2,380.8
Sierra Leone,917.0,461.5,515.4
Sierra Leone,774.1,654.5,280.8
Sierra Leone,1018.0,891.0,125.0
Sierra Leone,884.0,618.7,306.1
Sierra Leone,270.9,269.1,165.1
Sierra Leone,595.1,229.4,385.4
Sierra Leone,119.0,0.5,117.7
Sierra Leone,0.7,-0.1,-0.7
Sierra Leone,446.4,284.4,274.0
Sierra Leone,302.6,0.2,302.2
Sierra Leone,797.2,530.7,321.3
Sierra Leone,216.7,3.8,214.8
Sierra Leone,378.4,1.2,376.2
Sierra Leone,130.3,6.7,127.8
Sierra Leone,388.7,10.8,378.5
Sierra Leone,522.8,555.8,153.3
Sierra Leone,14.0,2.9,13.8
Sierra Leone,252.9,166.9,187.1
Sierra Leone,997.0,797.0,311.5
Sierra Leone,132.6,-0.5,131.5
Sierra Leone,32.6,0.7,32.0
Sierra Leone,137.5,0.6,137.0
Sierra Leone,519.5,469.1,243.0
Sierra Leone,281.9,50.2,256.0
Sierra Leone,113.2,0.1,112.7
Sierra Leone,731.9,615.1,235.3
Sierra Leone,355.4,348.6,179.5
Sierra Leone,5.2,-0.1,4.7
Sierra Leone,65.9,41.8,59.0
Sierra Leone,74.5,47.0,65.5
Sierra Leone,16.2,0.0,15.9
Sierra Leone,94.5,43.8,81.0
Sierra Leone,17.8,0.1,17.6
Sierra Leone,21.4,0.0,20.8
Sierra Leone,718.9,479.8,327.5
Sierra Leone,369.4,233.8,245.3
Sierra Leone,607.3,638.1,258.2
Sierra Leone,879.0,528.1,367.9
Sierra Leone,703.0,121.9,587.6
Sierra Leone,403.1,0.4,402.4
Sierra Leone,198.5,-0.1,198.2
Sierra Leone,26.6,-1.3,25.4
Sierra Leone,78.6,0.5,78.7
Sierra Leone,81.4,1.5,81.5
Sierra Leone,43.8,0.1,43.1
Sierra Leone,853.0,572.1,331.0
Sierra Leone,85.3,203.1,57.2
Sierra Leone,762.1,544.5,303.6
Sierra Leone,179.6,164.9,139.5
Sierra Leone,275.7,0.8,275.1
Sierra Leone,897.0,534.0,357.8
Sierra Leone,904.0,582.0,317.0
Sierra Leone,11.1,-0.2,11.9
Sierra Leone,617.1,565.0,227.4
Sierra Leone,545.0,490.9,199.8
Sierra Leone,62.9,71.7,51.9
Sierra Leone,313.3,546.6,106.8
Sierra Leone,66.8,0.0,65.9
Sierra Leone,613.3,456.9,300.5
Sierra Leone,880.0,860.0,132.7
Sierra Leone,833.0,469.9,372.4
Sierra Leone,237.1,0.3,235.6
Sierra Leone,636.8,390.0,321.2
Sierra Leone,333.5,7.4,329.4
Sierra Leone,551.9,633.7,135.2
Sierra Leone,57.0,0.2,56.2
Sierra Leone,7.2,-0.1,7.3
Sierra Leone,770.4,284.5,498.9
